reference,comparison,topic,mean_sentiment,median_sentiment
WSJ,HFP,european union,0.04239166666666666,-0.016216666666666657
WSJ,NYT,united states,0.07376125730994153,0.09920000000000001
WSJ,NYT,united states government,-0.07094999999999999,-0.08399999999999999
WSJ,NYT,congress,0.05570714725816389,0.08210000000000002
WSJ,NYT,congress,0.05570714725816389,0.08210000000000002
WSJ,NYT,congress,0.05570714725816389,0.08210000000000002
WSJ,NYT,sexual intercourse,NaN,NaN
WSJ,NYT,white house,0.06837631389488841,0.09316666666666668
WSJ,NYT,white house,0.06837631389488841,0.09316666666666668
WSJ,NYT,department of the treasury,NaN,NaN
WSJ,NYT,european union,-0.09783714285714286,-0.15736666666666663
WSJ,CNN,united states,0.07011135265700483,0.07543333333333334
WSJ,CNN,united states government,NaN,NaN
WSJ,CNN,congress,0.09322810103743798,0.10246666666666666
WSJ,CNN,congress,0.09322810103743798,0.10246666666666666
WSJ,CNN,congress,0.09322810103743798,0.10246666666666666
WSJ,CNN,sexual intercourse,NaN,NaN
WSJ,CNN,white house,0.11834314641744548,0.11253333333333333
WSJ,CNN,white house,0.11834314641744548,0.11253333333333333
WSJ,CNN,department of the treasury,0.05103333333333334,0.05103333333333334
WSJ,CNN,european union,0.18703333333333333,0.17020000000000002
WSJ,RET,united states,0.04771685226429102,0.0565
WSJ,RET,united states government,-0.35105333333333333,-0.5816
WSJ,RET,congress,0.10730872274143302,0.10606666666666666
WSJ,RET,congress,0.10730872274143302,0.10606666666666666
WSJ,RET,congress,0.10730872274143302,0.10606666666666666
WSJ,RET,sexual intercourse,NaN,NaN
WSJ,RET,white house,0.09962585278276481,0.11359999999999999
WSJ,RET,white house,0.09962585278276481,0.11359999999999999
WSJ,RET,department of the treasury,NaN,NaN
WSJ,RET,european union,-0.1386987012987013,-0.18273333333333333
WSJ,FXN,united states,0.030986487995533222,0.022199999999999998
WSJ,FXN,united states government,0.19309,0.19853333333333334
WSJ,FXN,congress,0.03660104166666667,0.020366666666666654
WSJ,FXN,congress,0.03660104166666667,0.020366666666666654
WSJ,FXN,congress,0.03660104166666667,0.020366666666666654
WSJ,FXN,sexual intercourse,NaN,NaN
WSJ,FXN,white house,0.03312946916471507,0.026833333333333327
WSJ,FXN,white house,0.03312946916471507,0.026833333333333327
WSJ,FXN,department of the treasury,NaN,NaN
WSJ,FXN,european union,-0.06418333333333333,-0.06291666666666665
